ZIP,latitude,longitude,city,state,county,population_2010,population_2020
23389,37.6618,-75.8305,Harborton,VA,Accomack,137,180
23395,37.9699,-75.4716,Horntown,VA,Accomack,645,922
23398,37.5151,-75.9305,Jamesville,VA,Northampton,153,83
23401,37.6193,-75.7638,Keller,VA,Accomack,212,168
23405,37.4014,-75.9082,Machipongo,VA,Northampton,973,1075
23407,37.846,-75.5666,Mappsville,VA,Accomack,411,313
23408,37.4556,-75.8473,Marionville,VA,Northampton,77,49
23409,37.8692,-75.6354,Mears,VA,Accomack,84,149
23410,37.6407,-75.7454,Melfa,VA,Accomack,2015,2440
23413,37.4728,-75.858,Nassawadox,VA,Northampton,840,799
23414,37.8169,-75.5832,Nelsonia,VA,Accomack,100,96
23415,37.9525,-75.5112,New Church,VA,Accomack,1893,2021
23416,37.9229,-75.5386,Oak Hall,VA,Accomack,356,330
23417,37.7102,-75.7528,Onancock,VA,Accomack,4047,3625
23418,37.6704,-75.6992,Onley,VA,Accomack,863,1010
23420,37.5828,-75.8066,Painter,VA,Accomack,2376,2387
23421,37.7744,-75.6386,Parksley,VA,Accomack,4255,4172
23422,37.6304,-75.8135,Pungoteague,VA,Accomack,278,226
23423,37.5423,-75.7412,Quinby,VA,Accomack,344,384
23426,37.9229,-75.6781,Sanford,VA,Accomack,225,140
23427,37.9264,-75.722,Saxis,VA,Accomack,243,173
23430,36.9811,-76.6368,Smithfield,VA,Isle of Wight,17281,18232
23432,36.8668,-76.5598,Suffolk,VA,City of Suffolk,1538,1539
23433,36.909,-76.4929,Suffolk,VA,City of Suffolk,1218,1291
23434,36.7304,-76.5931,Suffolk,VA,City of Suffolk,47670,51430
23435,36.8544,-76.4664,Suffolk,VA,City of Suffolk,27053,32597
23436,36.8926,-76.5142,Suffolk,VA,City of Suffolk,942,962
23437,36.6526,-76.792,Suffolk,VA,City of Suffolk,4283,4448
23438,36.5913,-76.6871,Suffolk,VA,City of Suffolk,1818,1839
23440,37.8245,-75.993,Tangier,VA,Accomack,727,438
23441,37.7104,-75.7005,Tasley,VA,Accomack,171,53
23442,37.8954,-75.5528,Temperanceville,VA,Accomack,1059,1074
23451,36.8585,-76.0019,Virginia Beach,VA,Virginia Beach (city),41544,44879
23452,36.8348,-76.0961,Virginia Beach,VA,Virginia Beach (city),59321,59076
23453,36.776,-76.0766,Virginia Beach,VA,City of Suffolk,35960,36292
23454,36.8282,-76.0237,Virginia Beach,VA,Virginia Beach (city),60283,58665
23455,36.8881,-76.1446,Virginia Beach,VA,Virginia Beach (city),47938,50599
23456,36.7341,-76.0359,Virginia Beach,VA,Virginia Beach (city),51748,59454
23457,36.6224,-76.0249,Virginia Beach,VA,Virginia Beach (city),4289,4481
23459,36.9216,-76.0171,Virginia Beach,VA,Virginia Beach (city),1091,1055
23460,36.808,-76.0284,Virginia Beach,VA,Virginia Beach (city),1201,1227
23461,36.7754,-75.9633,Virginia Beach,VA,Virginia Beach (city),287,603
23462,36.8392,-76.1522,Virginia Beach,VA,Virginia Beach (city),61973,68045
23464,36.7978,-76.1759,Virginia Beach,VA,Virginia Beach (city),72359,75118
23480,37.6044,-75.6925,Wachapreague,VA,Accomack,328,331
23486,37.5157,-75.8066,Willis Wharf,VA,Northampton,140,148
23487,36.8369,-76.7324,Windsor,VA,Isle of Wight,6298,6397
23488,37.9482,-75.6019,Withams,VA,Accomack,201,173
23502,36.8546,-76.2143,Norfolk,VA,Norfolk (city),20678,20547
23503,36.9442,-76.252,Norfolk,VA,Norfolk (city),30856,31932
23504,36.8586,-76.2686,Norfolk,VA,Norfolk (city),23483,22465
23505,36.9168,-76.2875,Norfolk,VA,Norfolk (city),28503,27785
23507,36.8645,-76.3004,Norfolk,VA,Norfolk (city),25818,6460
23508,36.8859,-76.3004,Norfolk,VA,Norfolk (city),20263,20485
23509,36.8787,-76.2604,Norfolk,VA,Norfolk (city),12817,12963
23510,36.8529,-76.2878,Norfolk,VA,Norfolk (city),7031,8778
23511,36.9356,-76.3034,Norfolk,VA,Norfolk (city),2457,12831
23513,36.8914,-76.2396,Norfolk,VA,Norfolk (city),29595,29105
23517,36.8695,-76.2945,Norfolk,VA,Norfolk (city),4484,5237
23518,36.9202,-76.216,Norfolk,VA,Norfolk (city),28095,30278
23523,36.8294,-76.2701,Norfolk,VA,Norfolk (city),7793,7061
23551,36.9312,-76.2397,Norfolk,VA,Norfolk (city),930,2054
23601,37.058,-76.4607,Newport News,VA,Newport News (city),25127,25729
23602,37.1132,-76.5179,Newport News,VA,Newport News (city),39676,42004
23603,37.1989,-76.5821,Newport News,VA,Newport News (city),3899,3526
23604,37.1574,-76.5845,Fort Eustis,VA,Newport News (city),5720,5160
23605,37.0156,-76.4332,Newport News,VA,Newport News (city),13854,14053
23606,37.0768,-76.4967,Newport News,VA,Newport News (city),29283,31684
23607,36.9864,-76.4165,Newport News,VA,Newport News (city),24519,23498
23608,37.1526,-76.542,Newport News,VA,Newport News (city),42917,43943
23651,37.018,-76.3044,Fort Monroe,VA,Hampton (city),696,494
23661,37.0074,-76.3801,Hampton,VA,Hampton (city),14113,13771
23662,37.1313,-76.3807,Poquoson,VA,Poquoson (city),12150,12460
23663,37.0318,-76.3199,Hampton,VA,Hampton (city),14495,13374
23664,37.0566,-76.2966,Hampton,VA,Hampton (city),10194,10301
23665,37.0831,-76.36,Hampton,VA,Hampton (city),5120,5935
23666,37.0462,-76.4096,Hampton,VA,Hampton (city),49825,52845
23669,37.0436,-76.3426,Hampton,VA,Hampton (city),43148,41030
23690,37.2287,-76.5423,Yorktown,VA,York,3032,3937
23691,37.2517,-76.552,Yorktown,VA,York,127,577
23692,37.1686,-76.4581,Yorktown,VA,York,18846,19539
23693,37.1256,-76.4469,Yorktown,VA,York,23292,23814
23696,37.1885,-76.429,Seaford,VA,York,3669,3805
23701,36.8089,-76.3671,Portsmouth,VA,Portsmouth (city),25161,24629
23702,36.8035,-76.327,Portsmouth,VA,Portsmouth (city),11424,12239
23703,36.8695,-76.3869,Portsmouth,VA,Portsmouth (city),25739,26388
23704,36.8298,-76.3146,Portsmouth,VA,Portsmouth (city),18716,19505
23707,36.8362,-76.344,Portsmouth,VA,Portsmouth (city),14236,14316
23708,36.8354,-76.2983,Portsmouth,VA,Portsmouth (city),181,120
23709,36.8686,-76.3552,Portsmouth,VA,Portsmouth (city),78,624
23801,37.2447,-77.3341,Fort Lee,VA,Prince George,3393,9874
23803,37.2123,-77.4814,Petersburg,VA,Petersburg (city),40542,44377
23805,37.1819,-77.3854,Petersburg,VA,Petersburg (city),19490,19656
23821,36.8806,-77.9055,Alberta,VA,Brunswick,1597,1778
23824,37.0916,-77.9851,Blackstone,VA,Nottoway,7214,7021
23827,36.5951,-77.1975,Boykins,VA,Southampton,1443,1273
23828,36.5787,-77.2704,Branchville,VA,Southampton,395,431
23829,36.7243,-77.2394,Capron,VA,Southampton,2622,2473
23830,37.0393,-77.4351,Carson,VA,Dinwiddie,1491,1678
23831,37.3429,-77.4156,Chester,VA,Chesterfield,33079,37216
23832,37.3923,-77.5668,Chesterfield,VA,Chesterfield,33739,39640
23833,37.195,-77.6646,Church Road,VA,Dinwiddie,2297,2147
23834,37.27,-77.4038,Colonial Heights,VA,Colonial Heights (city,25612,26635
23836,37.3475,-77.3386,Chester,VA,Chesterfield,11444,14643
23837,36.7225,-77.0783,Courtland,VA,Southampton,4298,4109
23838,37.3333,-77.6343,Chesterfield,VA,Chesterfield,15341,16997
23839,37.0981,-76.8966,Dendron,VA,Surry,741,848
23840,37.0535,-77.6426,Dewitt,VA,Dinwiddie,1858,1642
23841,37.0833,-77.5585,Dinwiddie,VA,Dinwiddie,3479,3509
23842,37.1483,-77.2732,Disputanta,VA,Prince George,6906,7103
23843,36.8318,-77.7887,Dolphin,VA,Brunswick,654,538
23844,36.6854,-77.3591,Drewryville,VA,Southampton,788,691
23845,36.5722,-77.9888,Ebony,VA,Brunswick,356,358
23846,37.0701,-76.8337,Elberon,VA,Surry,933,872
23847,36.6857,-77.563,Emporia,VA,Emporia (city),16962,12768
23850,37.1349,-77.7364,Ford,VA,Dinwiddie,1051,1081
23851,36.6786,-76.9391,Franklin,VA,Franklin (city),13715,13258
23856,36.7893,-77.7208,Freeman,VA,Brunswick,1033,888
23857,36.5856,-77.8836,Gasburg,VA,Brunswick,525,399
23860,37.2876,-77.295,Hopewell,VA,Hopewell (city),31970,32139
23866,36.9071,-76.8861,Ivor,VA,Southampton,2237,2189
23867,36.8191,-77.4832,Jarratt,VA,Sussex,2189,5298
23868,36.7342,-77.8136,Lawrenceville,VA,Brunswick,7367,6379
23872,36.9986,-77.7396,Mc Kenney,VA,Dinwiddie,2376,2322
23874,36.6148,-77.1069,Newsoms,VA,Southampton,1004,986
23875,37.2333,-77.2747,Prince George,VA,Prince George,10878,11791
23876,36.953,-77.8237,Rawlings,VA,Brunswick,456,435
23878,36.776,-76.9841,Sedley,VA,Southampton,1118,1162
23879,36.5958,-77.5921,Skippers,VA,Greensville,679,629
23881,37.1901,-76.9923,Spring Grove,VA,Surry,2176,1876
23882,36.9361,-77.4443,Stony Creek,VA,Sussex,2516,2219
23883,37.126,-76.7651,Surry,VA,Surry,2551,2169
23884,36.9151,-77.2791,Sussex,VA,Sussex,93,50
23885,37.1901,-77.5655,Sutherland,VA,Dinwiddie,2807,2779
23887,36.565,-77.8384,Valentines,VA,Brunswick,574,529
23888,36.9757,-76.979,Wakefield,VA,Sussex,2275,2124
23889,36.9011,-77.7673,Warfield,VA,Brunswick,581,569
23890,37.025,-77.1055,Waverly,VA,Sussex,4249,3988
23891,37.0508,-77.2124,Waverly,VA,Sussex,2358,1917
23893,36.6335,-77.9592,White Plains,VA,Brunswick,454,419
23894,37.1157,-77.8352,Wilsons,VA,Dinwiddie,673,626
23897,36.8373,-77.287,Yale,VA,Sussex,595,563
23898,36.8437,-76.811,Zuni,VA,Isle of Wight,2223,2186
23899,37.2279,-76.9641,Claremont,VA,Surry,351,292
23901,37.3027,-78.4076,Farmville,VA,Prince Edward,16399,14967
23909,37.3016,-78.3949,Farmville,VA,Prince Edward,2027,1329
23915,36.7236,-78.279,Baskerville,VA,Mecklenburg,1220,1196
23917,36.6544,-78.3752,Boydton,VA,Mecklenburg,3684,2704
23919,36.5763,-78.1059,Bracey,VA,Mecklenburg,2666,2310
23920,36.7319,-77.9898,Brodnax,VA,Brunswick,3489,3182
23921,37.5833,-78.5985,Buckingham,VA,Buckingham,1991,2060
23922,37.1952,-78.1961,Burkeville,VA,Nottoway,3785,4300
23923,37.0879,-78.6378,Charlotte Court House,VA,Charlotte,2592,2474
23924,36.8053,-78.4553,Chase City,VA,Mecklenburg,6232,5538
23927,36.624,-78.5569,Clarksville,VA,Mecklenburg,4381,4483
23930,37.1657,-78.1059,Crewe,VA,Nottoway,5690,5231
23934,37.1552,-78.6459,Cullen,VA,Charlotte,681,811
23936,37.4124,-78.4349,Dillwyn,VA,Buckingham,8212,7850
23937,36.9688,-78.5615,Drakes Branch,VA,Charlotte,1970,1841
23938,36.9053,-78.01,Dundas,VA,Lunenburg,407,416
23942,37.1234,-78.3072,Green Bay,VA,Prince Edward,1112,1123
23943,37.2381,-78.4618,Hampden Sydney,VA,Prince Edward,225,759
23944,36.933,-78.1242,Kenbridge,VA,Lunenburg,4261,3620
23947,37.0411,-78.4699,Keysville,VA,Charlotte,4293,4119
23950,36.6613,-78.0754,La Crosse,VA,Mecklenburg,3348,3482
23952,36.9291,-78.2915,Lunenburg,VA,Lunenburg,217,219
23954,37.1013,-78.3874,Meherrin,VA,Prince Edward,2017,2030
23958,37.2653,-78.6517,Pamplin,VA,Appomattox,3170,3261
23959,37.0925,-78.7912,Phenix,VA,Charlotte,1264,1127
23960,37.3058,-78.5462,Prospect,VA,Prince Edward,1990,1823
23962,36.9515,-78.7054,Randolph,VA,Charlotte,670,660
23963,37.1914,-78.8145,Red House,VA,Charlotte,587,454
23964,36.7724,-78.6321,Red Oak,VA,Charlotte,1138,997
23966,37.2721,-78.2793,Rice,VA,Prince Edward,2337,2449
23967,36.9053,-78.6321,Saxe,VA,Charlotte,1118,840
23968,36.7317,-78.5306,Skipwith,VA,Mecklenburg,837,804
23970,36.7124,-78.1534,South Hill,VA,Mecklenburg,8254,8002
23974,36.9835,-78.2372,Victoria,VA,Lunenburg,5012,4700
23976,36.8391,-78.5982,Wylliesburg,VA,Charlotte,230,187
24011,37.269,-79.942,Roanoke,VA,Roanoke (city),219,908
24012,37.3029,-79.9322,Roanoke,VA,Roanoke (city),29015,30037
24013,37.2677,-79.9247,Roanoke,VA,Roanoke (city),8684,7835
24014,37.2327,-79.9463,Roanoke,VA,Roanoke (city),16570,16869
24015,37.2584,-79.9807,Roanoke,VA,Roanoke (city),15255,15973
24016,37.2704,-79.9535,Roanoke,VA,Roanoke (city),9047,9371
24017,37.2937,-79.9902,Roanoke,VA,Roanoke (city),23392,23902
24018,37.2503,-80.0525,Roanoke,VA,Roanoke,36432,39144
24019,37.3515,-79.9052,Roanoke,VA,Botetourt,26502,27630
24020,37.3589,-79.9448,Roanoke,VA,Roanoke,455,524
24053,36.6139,-80.5093,Ararat,VA,Patrick,2715,2356
24054,36.6596,-79.712,Axton,VA,Henry,6797,6208
24055,36.7534,-80.0055,Bassett,VA,Henry,13674,12236
24058,37.1982,-80.6151,Belspring,VA,Pulaski,324,316
24059,37.1549,-80.1215,Bent Mountain,VA,Roanoke,872,1037
24060,37.2563,-80.4347,Blacksburg,VA,Montgomery,53311,46755
24064,37.3885,-79.8172,Blue Ridge,VA,Botetourt,4963,5017
24065,37.1331,-79.9556,Boones Mill,VA,Franklin,6141,6267
24066,37.5479,-79.7123,Buchanan,VA,Botetourt,4883,4787
24067,37.0285,-80.0496,Callaway,VA,Franklin,2230,2400
24069,36.5927,-79.6574,Cascade,VA,Pittsylvania,1879,1805
24070,37.3696,-80.1284,Catawba,VA,Roanoke,1363,1375
24072,37.0446,-80.228,Check,VA,Floyd,1298,1450
24073,37.1353,-80.4188,Christiansburg,VA,Montgomery,29793,32093
24076,36.5896,-80.4184,Claudville,VA,Patrick,972,1050
24077,37.3651,-79.9056,Cloverdale,VA,Botetourt,932,922
24078,36.7238,-79.9142,Collinsville,VA,Henry,7115,7062
24079,37.0556,-80.1525,Copper Hill,VA,Floyd,1766,1631
24082,36.6211,-80.1298,Critz,VA,Patrick,419,412
24083,37.4125,-79.9211,Daleville,VA,Botetourt,2587,3814
24084,37.1057,-80.6853,Dublin,VA,Pulaski,11304,10894
24085,37.6667,-79.8172,Eagle Rock,VA,Botetourt,2182,2220
24086,37.2743,-80.6343,Eggleston,VA,Giles,210,198
24087,37.2165,-80.2325,Elliston,VA,Roanoke,3914,3604
24088,36.9168,-80.0349,Ferrum,VA,Franklin,5408,4805
24089,36.7064,-79.9652,Fieldale,VA,Henry,2640,2388
24090,37.4911,-79.8511,Fincastle,VA,Botetourt,4781,4712
24091,36.8957,-80.3275,Floyd,VA,Floyd,7215,7416
24092,36.9859,-79.773,Glade Hill,VA,Franklin,3063,2999
24093,37.3669,-80.8634,Glen Lyn,VA,Giles,192,185
24095,37.2123,-79.7429,Goodview,VA,Bedford,4677,4275
24101,37.2145,-79.8127,Hardy,VA,Bedford,6132,6490
24102,36.8393,-79.9904,Henry,VA,Franklin,1697,1508
24104,37.1442,-79.491,Huddleston,VA,Bedford,3469,3551
24105,36.899,-80.5757,Indian Valley,VA,Floyd,500,449
24112,36.6871,-79.8691,Martinsville,VA,Martinsville (city),32646,30978
24120,36.725,-80.4022,Meadows Of Dan,VA,Patrick,1860,1858
24121,37.1784,-79.6521,Moneta,VA,Bedford,10501,10537
24122,37.407,-79.7175,Montvale,VA,Bedford,1683,1624
24124,37.3198,-80.8548,Narrows,VA,Giles,4352,4370
24127,37.4871,-80.1704,New Castle,VA,Craig,4261,3980
24128,37.3069,-80.5099,Newport,VA,Giles,1872,1767
24131,37.5745,-80.2544,Paint Bank,VA,Craig,140,106
24132,37.2048,-80.6205,Parrott,VA,Pulaski,460,460
24133,36.6744,-80.1388,Patrick Springs,VA,Patrick,2626,2345
24134,37.3041,-80.7267,Pearisburg,VA,Giles,5741,5638
24136,37.3312,-80.5975,Pembroke,VA,Giles,3393,3259
24137,36.9201,-79.6645,Penhook,VA,Franklin,2582,2506
24138,37.0565,-80.3229,Pilot,VA,Montgomery,1613,1445
24139,36.9716,-79.4794,Pittsville,VA,Pittsylvania,575,560
24141,37.1197,-80.5565,Radford,VA,Radford (city),20668,20308
24142,37.1387,-80.548,Radford,VA,Radford (city),2470,2608
24147,37.385,-80.8227,Rich Creek,VA,Giles,1201,1088
24148,36.5874,-79.8686,Ridgeway,VA,Henry,8013,7633
24149,37.0322,-80.4353,Riner,VA,Montgomery,3339,3632
24150,37.3665,-80.6717,Ripplemead,VA,Giles,693,691
24151,36.9891,-79.884,Rocky Mount,VA,Franklin,20000,18785
24153,37.2853,-80.0692,Salem,VA,Salem (city),37761,38728
24161,36.991,-79.5614,Sandy Level,VA,Pittsylvania,471,393
24162,37.1466,-80.2715,Shawsville,VA,Montgomery,2421,2254
24165,36.5968,-80.0373,Spencer,VA,Henry,1613,1655
24167,37.2491,-80.7344,Staffordsville,VA,Giles,345,329
24168,36.7348,-79.9465,Stanleytown,VA,Henry,187,214
24171,36.6517,-80.2392,Stuart,VA,Patrick,8250,8090
24174,37.36,-79.6522,Thaxton,VA,Bedford,2539,2362
24175,37.4019,-79.8786,Troutville,VA,Botetourt,8818,8165
24176,37.0131,-79.6864,Union Hall,VA,Franklin,1360,1527
24179,37.2757,-79.8775,Vinton,VA,Roanoke,18616,19024
24184,37.0818,-79.7573,Wirtz,VA,Franklin,4705,4582
24185,36.7921,-80.2774,Woolwine,VA,Patrick,854,796
24201,36.6181,-82.1823,Bristol,VA,Bristol (city),17116,16267
24202,36.6609,-82.2126,Bristol,VA,Bristol (city),12905,12716
24210,36.6916,-82.02,Abingdon,VA,Washington,16840,17284
24211,36.6673,-81.9648,Abingdon,VA,Washington,9922,9864
24216,36.9438,-82.7976,Appalachia,VA,Wise,2939,2441
24217,37.1014,-82.1856,Bee,VA,Dickenson,406,407
24219,36.8581,-82.7627,Big Stone Gap,VA,Wise,11265,10429
24220,37.1394,-82.2433,Birchleaf,VA,Dickenson,895,621
24221,36.639,-82.9866,Blackwater,VA,Lee,938,785
24224,36.8764,-82.2876,Castlewood,VA,Russell,6734,5438
24225,36.9502,-82.1318,Cleveland,VA,Russell,1697,1674
24226,37.1406,-82.3425,Clinchco,VA,Dickenson,1433,1260
24228,37.1592,-82.4453,Clintwood,VA,Dickenson,7016,6418
24230,36.9605,-82.4735,Coeburn,VA,Wise,9597,7708
24236,36.6403,-81.7776,Damascus,VA,Washington,3085,2984
24237,37.0054,-82.2815,Dante,VA,Russell,1192,1108
24239,37.1134,-82.1501,Davenport,VA,Buchanan,113,90
24243,36.7818,-82.9305,Dryden,VA,Lee,2222,1867
24244,36.7114,-82.8337,Duffield,VA,Scott,5723,5398
24245,36.8242,-82.496,Dungannon,VA,Scott,1129,1000
24246,36.8668,-82.7424,East Stone Gap,VA,Wise,455,399
24248,36.6237,-83.5047,Ewing,VA,Lee,2596,2181
24250,36.7438,-82.6102,Fort Blackmore,VA,Scott,1319,1209
24251,36.646,-82.6112,Gate City,VA,Scott,8773,8405
24256,37.2206,-82.2853,Haysi,VA,Dickenson,3491,3124
24258,36.6498,-82.4299,Hiltons,VA,Scott,1624,1259
24260,37.0395,-82.0246,Honaker,VA,Russell,5734,5072
24263,36.6896,-83.1362,Jonesville,VA,Lee,7950,5770
24265,36.8239,-82.9772,Keokee,VA,Lee,930,703
24266,36.8809,-82.0956,Lebanon,VA,Russell,9521,8705
24269,37.0814,-82.3806,Mc Clure,VA,Dickenson,324,225
24270,36.7223,-82.2649,Mendota,VA,Washington,582,455
24271,36.7502,-82.4202,Nickelsville,VA,Scott,2689,2538
24272,37.0182,-82.35,Nora,VA,Dickenson,527,517
24273,36.9378,-82.6249,Norton,VA,Norton (city),6262,5730
24277,36.7508,-83.0223,Pennington Gap,VA,Lee,5849,6463
24279,37.0927,-82.6016,Pound,VA,Wise,5541,4693
24280,36.9593,-81.9312,Rosedale,VA,Russell,823,772
24281,36.6583,-83.3486,Rose Hill,VA,Lee,2487,2279
24282,36.8315,-83.0518,Saint Charles,VA,Lee,727,454
24283,36.9323,-82.3418,Saint Paul,VA,Wise,2171,2133
24290,36.6137,-82.5618,Weber City,VA,Scott,1874,1777
24292,36.6106,-81.5839,Whitetop,VA,Grayson,535,352
24293,36.975,-82.5947,Wise,VA,Wise,10791,9442
24301,37.0567,-80.771,Pulaski,VA,Pulaski,14366,14040
24311,36.8665,-81.4048,Atkins,VA,Smyth,1977,1705
24312,36.8195,-80.8583,Austinville,VA,Wythe,2401,2161
24313,36.9078,-80.809,Barren Springs,VA,Wythe,884,923
24314,37.1574,-81.1989,Bastian,VA,Bland,1560,1332
24315,37.1376,-81.0201,Bland,VA,Bland,3774,3548
24316,36.9546,-81.673,Broadford,VA,Smyth,50,47
24317,36.5957,-80.6705,Cana,VA,Carroll,3858,3756
24318,37.0046,-81.3643,Ceres,VA,Bland,639,601
24319,36.7719,-81.6651,Chilhowie,VA,Smyth,6979,6500
24322,36.8086,-81.1039,Cripple Creek,VA,Wythe,174,190
24323,36.8768,-81.2089,Crockett,VA,Wythe,644,692
24324,36.9697,-80.8188,Draper,VA,Pulaski,2013,2012
24325,36.8145,-80.6123,Dugspur,VA,Carroll,1039,975
24326,36.7306,-81.1915,Elk Creek,VA,Grayson,1058,1019
24328,36.664,-80.6907,Fancy Gap,VA,Carroll,1726,1999
24330,36.7247,-81.0042,Fries,VA,Grayson,3401,3056
24333,36.6565,-80.9117,Galax,VA,Galax (city),17996,17309
24340,36.7779,-81.7676,Glade Spring,VA,Washington,5657,5319
24343,36.7442,-80.7197,Hillsville,VA,Carroll,9267,8849
24347,36.9756,-80.6695,Hiwassee,VA,Pulaski,1931,1767
24348,36.6294,-81.1582,Independence,VA,Grayson,3958,4725
24350,36.8272,-80.9779,Ivanhoe,VA,Wythe,1261,1173
24351,36.5775,-80.7601,Lambsburg,VA,Carroll,668,528
24352,36.7073,-80.5148,Laurel Fork,VA,Carroll,890,929
24354,36.8273,-81.5349,Marion,VA,Smyth,15315,14446
24360,36.9056,-80.9244,Max Meadows,VA,Wythe,6169,5653
24361,36.7612,-81.8512,Meadowview,VA,Washington,5431,4555
24363,36.6104,-81.3955,Mouth Of Wilson,VA,Grayson,1365,1242
24366,37.2578,-81.1159,Rocky Gap,VA,Bland,781,631
24368,36.8836,-81.2879,Rural Retreat,VA,Wythe,4953,4896
24370,36.8927,-81.7402,Saltville,VA,Smyth,6572,5832
24374,36.7998,-81.1834,Speedwell,VA,Wythe,787,705
24375,36.7736,-81.4084,Sugar Grove,VA,Smyth,1611,1451
24377,36.9763,-81.628,Tannersville,VA,Tazewell,348,278
24378,36.8611,-81.4929,Troutdale,VA,Grayson,1229,1065
24380,36.8749,-80.4909,Willis,VA,Floyd,2639,2696
24381,36.7879,-80.8824,Woodlawn,VA,Carroll,3816,3657
24382,36.9407,-81.0941,Wytheville,VA,Wythe,14366,14109
24401,38.1574,-79.0651,Staunton,VA,Staunton (city),35499,38522
24411,38.1025,-79.3195,Augusta Springs,VA,Augusta,112,35
24412,38.054,-79.8437,Bacova,VA,Bath,131,106
24413,38.5152,-79.5613,Blue Grass,VA,Highland,178,220
24415,37.9285,-79.3192,Brownsburg,VA,Rockbridge,41,63
24416,37.7396,-79.3523,Buena Vista,VA,Buena Vista (city),8807,8888
24421,38.2346,-79.1791,Churchville,VA,Augusta,3868,3723
24422,37.8203,-79.8054,Clifton Forge,VA,Alleghany,6315,5821
24426,37.7802,-79.987,Covington,VA,Covington (city),14329,13695
24430,38.0768,-79.3619,Craigsville,VA,Augusta,2643,2858
24431,38.1684,-78.8413,Crimora,VA,Augusta,2656,2712
24432,38.1842,-79.4152,Deerfield,VA,Augusta,336,283
24433,38.4321,-79.4445,Doe Hill,VA,Highland,99,96
24435,37.8778,-79.2979,Fairfield,VA,Rockbridge,1925,1695
24437,38.2109,-78.9326,Fort Defiance,VA,Augusta,904,1048
24439,37.9878,-79.4773,Goshen,VA,Rockbridge,1253,1119
24440,38.0018,-79.1359,Greenville,VA,Augusta,2916,2742
24441,38.2484,-78.8255,Grottoes,VA,Rockingham,6140,6327
24442,38.2946,-79.4353,Head Waters,VA,Highland,120,88
24445,37.9638,-79.8717,Hot Springs,VA,Bath,2673,2289
24448,37.7965,-79.786,Iron Gate,VA,Alleghany,376,311
24450,37.7885,-79.4581,Lexington,VA,Lexington (city),16741,17654
24457,37.7887,-79.8837,Low Moor,VA,Alleghany,270,372
24458,38.3266,-79.4988,Mc Dowell,VA,Highland,442,364
24459,38.0242,-79.2812,Middlebrook,VA,Augusta,818,734
24460,38.0553,-79.7464,Millboro,VA,Bath,1530,1493
24464,37.8654,-79.0804,Montebello,VA,Nelson,213,138
24465,38.4058,-79.5941,Monterey,VA,Highland,1382,1305
24467,38.2612,-78.973,Mount Sidney,VA,Augusta,2212,2204
24471,38.3226,-78.7886,Port Republic,VA,Rockingham,1355,1471
24472,37.9374,-79.2219,Raphine,VA,Rockbridge,2271,2501
24473,37.8965,-79.3874,Rockbridge Baths,VA,Rockbridge,922,871
24474,37.8062,-79.8404,Selma,VA,Alleghany,544,360
24476,37.9705,-79.2233,Steeles Tavern,VA,Augusta,280,315
24477,38.0144,-79.0298,Stuarts Draft,VA,Augusta,10573,11269
24479,38.1591,-79.1873,Swoope,VA,Augusta,1537,1485
24482,38.2037,-79.0059,Verona,VA,Augusta,4872,5200
24483,37.8378,-79.2135,Vesuvius,VA,Rockbridge,587,670
24484,38.1437,-79.8207,Warm Springs,VA,Bath,741,699
24485,38.2744,-79.3201,West Augusta,VA,Augusta,389,438
24486,38.2931,-78.9235,Weyers Cave,VA,Augusta,3490,3826
24487,38.1898,-79.5879,Williamsville,VA,Bath,320,286
24501,37.353,-79.1557,Lynchburg,VA,Lynchburg (city),26757,27160
24502,37.3825,-79.2181,Lynchburg,VA,Lynchburg (city),43426,41058
24503,37.4376,-79.205,Lynchburg,VA,Lynchburg (city),19331,19810
24504,37.361,-79.0544,Lynchburg,VA,Lynchburg (city),9777,9585
24517,37.1222,-79.2911,Altavista,VA,Campbell,5693,5306
24520,36.5894,-79.0202,Alton,VA,Halifax,2450,2308
24521,37.6027,-79.0506,Amherst,VA,Amherst,10576,9902
24522,37.353,-78.8224,Appomattox,VA,Appomattox,9213,10041
24523,37.3153,-79.5331,Bedford,VA,Bedford (city),18952,18992
24526,37.5306,-79.3827,Big Island,VA,Bedford,1593,1408
24527,36.6799,-79.3731,Blairs,VA,Pittsylvania,3027,2796
24528,37.0827,-78.9227,Brookneal,VA,Campbell,3200,2994
24529,36.6168,-78.6093,Buffalo Junction,VA,Mecklenburg,1724,1532
24530,36.7647,-79.6288,Callands,VA,Pittsylvania,1088,1062
24531,36.831,-79.4297,Chatham,VA,Pittsylvania,9203,8836
24534,36.8637,-78.7862,Clover,VA,Halifax,1740,1471
24536,37.4887,-79.3158,Coleman Falls,VA,Bedford,194,317
24538,37.337,-78.9804,Concord,VA,Campbell,4742,4729
24539,36.8513,-78.9179,Crystal Hill,VA,Halifax,134,124
24540,36.6218,-79.4124,Danville,VA,Danville (city),32170,32094
24541,36.5779,-79.4411,Danville,VA,Danville (city),28221,27529
24549,36.743,-79.458,Dry Fork,VA,Pittsylvania,4292,4121
24550,37.261,-79.2317,Evington,VA,Campbell,7258,7772
24551,37.3379,-79.2791,Forest,VA,Bedford,20667,25601
24553,37.5473,-78.8508,Gladstone,VA,Nelson,1902,1827
24554,37.1386,-79.1048,Gladys,VA,Campbell,3995,3952
