ZIP,latitude,longitude,city,state,county,population_2010,population_2020
01001,42.0702,-72.6227,Agawam,MA,Hampden,16769,16984
01002,42.3671,-72.4646,Amherst,MA,Hampshire,29049,27558
01003,42.3919,-72.5248,Amherst,MA,Hampshire,10372,13253
01005,42.4097,-72.1084,Barre,MA,Worcester,5079,4900
01007,42.2751,-72.411,Belchertown,MA,Hampshire,14649,15423
01008,42.1829,-72.9361,Blandford,MA,Hampden,1263,1317
01009,42.2061,-72.3405,Bondsville,MA,Hampden,741,980
01010,42.1165,-72.1885,Brimfield,MA,Hampden,3609,3711
01011,42.2794,-72.9888,Chester,MA,Hampden,1370,1201
01012,42.3923,-72.8256,Chesterfield,MA,Hampshire,661,519
01013,42.1487,-72.6079,Chicopee,MA,Hampden,23188,23656
01020,42.1764,-72.5761,Chicopee,MA,Hampden,29668,29781
01022,42.1934,-72.5544,Chicopee,MA,Hampden,2451,2158
01026,42.4633,-72.9202,Cummington,MA,Hampshire,946,1011
01027,42.2668,-72.669,Easthampton,MA,Hampshire,17660,17896
01028,42.0672,-72.5056,East Longmeadow,MA,Hampden,15720,16417
01029,42.1909,-73.0517,East Otis,MA,Berkshire,789,714
01030,42.0718,-72.6751,Feeding Hills,MA,Hampden,11669,11708
01031,42.3322,-72.1986,Gilbertville,MA,Worcester,1308,1406
01032,42.4404,-72.7995,Goshen,MA,Hampshire,570,483
01033,42.2557,-72.52,Granby,MA,Hampshire,6227,6092
01034,42.1127,-72.952,Granville,MA,Hampden,2021,1977
01035,42.3606,-72.5715,Hadley,MA,Hampshire,5250,5325
01036,42.0648,-72.4318,Hampden,MA,Hampden,5109,4966
01037,42.3479,-72.2253,Hardwick,MA,Worcester,838,706
01038,42.3844,-72.6167,Hatfield,MA,Hampshire,2545,2522
01039,42.3818,-72.7032,Haydenville,MA,Hampshire,1336,1511
01040,42.202,-72.6262,Holyoke,MA,Hampden,39880,38238
01050,42.2653,-72.8733,Huntington,MA,Hampshire,2530,2467
01053,42.3543,-72.7034,Leeds,MA,Hampshire,1685,2031
01054,42.4682,-72.4993,Leverett,MA,Franklin,1851,1889
01056,42.1728,-72.471,Ludlow,MA,Hampden,21103,21002
01057,42.101,-72.3196,Monson,MA,Hampden,8534,8152
01060,42.3223,-72.6313,Northampton,MA,Hampshire,15284,14461
01062,42.3219,-72.6928,Florence,MA,Hampshire,11150,10910
01063,42.3179,-72.6402,Northampton,MA,Hampshire,430,2106
01066,42.4112,-72.6223,North Hatfield,MA,Hampshire,64,215
01068,42.348,-72.0513,Oakham,MA,Worcester,1902,1904
01069,42.1762,-72.3288,Palmer,MA,Hampden,8469,8428
01070,42.5144,-72.9183,Plainfield,MA,Hampshire,629,577
01071,42.1471,-72.8403,Russell,MA,Hampden,1596,1486
01072,42.482,-72.4213,Shutesbury,MA,Franklin,1478,1366
01073,42.2247,-72.7194,Southampton,MA,Hampshire,5792,6224
01074,42.3854,-72.0954,South Barre,MA,Worcester,319,584
01075,42.2375,-72.5811,South Hadley,MA,Hampshire,17527,18168
01077,42.0511,-72.7706,Southwick,MA,Hampden,9502,9237
01079,42.1929,-72.3296,Thorndike,MA,Hampden,692,701
01080,42.1819,-72.3624,Three Rivers,MA,Hampden,2334,2400
01081,42.0627,-72.2046,Wales,MA,Hampden,1698,1684
01082,42.2618,-72.2583,Ware,MA,Hampshire,10322,10565
01083,42.204,-72.1994,Warren,MA,Worcester,2888,2549
01084,42.3903,-72.8709,West Chesterfield,MA,Hampshire,176,185
01085,42.1251,-72.7495,Westfield,MA,Hampden,41117,41529
01088,42.3906,-72.6469,West Hatfield,MA,Hampshire,670,598
01089,42.1151,-72.6411,West Springfield,MA,Hampden,28391,28835
01092,42.2029,-72.229,West Warren,MA,Worcester,1394,1343
01093,42.4427,-72.6525,Whately,MA,Franklin,325,290
01094,42.3582,-72.1408,Wheelwright,MA,Worcester,351,60
01095,42.1245,-72.4464,Wilbraham,MA,Hampden,14319,14694
01096,42.4085,-72.778,Williamsburg,MA,Hampshire,2217,2509
01097,42.164,-72.8295,Woronoco,MA,Hampden,111,130
01098,42.3843,-72.9314,Worthington,MA,Hampshire,1101,1147
01103,42.1029,-72.5887,Springfield,MA,Hampden,2479,2545
01104,42.1288,-72.5778,Springfield,MA,Hampden,22865,23598
01105,42.0999,-72.5783,Springfield,MA,Hampden,12350,12051
01106,42.0507,-72.5676,Longmeadow,MA,Hampden,16021,16165
01107,42.1179,-72.6065,Springfield,MA,Hampden,11611,11252
01108,42.0853,-72.5584,Springfield,MA,Hampden,26688,27671
01109,42.1145,-72.5543,Springfield,MA,Hampden,30250,30968
01118,42.0929,-72.5274,Springfield,MA,Hampden,14071,14296
01119,42.1247,-72.5121,Springfield,MA,Hampden,14152,14393
01128,42.0944,-72.4889,Springfield,MA,Hampden,2631,2647
01129,42.1223,-72.4876,Springfield,MA,Hampden,7019,7024
01151,42.1532,-72.505,Indian Orchard,MA,Hampden,8698,9150
01201,42.4531,-73.2471,Pittsfield,MA,Berkshire,46504,45494
01220,42.6223,-73.1172,Adams,MA,Berkshire,8603,8166
01222,42.0596,-73.3202,Ashley Falls,MA,Berkshire,829,835
01223,42.3594,-73.1203,Becket,MA,Berkshire,2314,2430
01224,42.5126,-73.1929,Berkshire,MA,Berkshire,182,217
01225,42.5611,-73.158,Cheshire,MA,Berkshire,3117,3258
01226,42.475,-73.1603,Dalton,MA,Berkshire,6945,6324
01229,42.2793,-73.3435,Glendale,MA,Berkshire,95,189
01230,42.1959,-73.3607,Great Barrington,MA,Berkshire,8430,8907
01235,42.4298,-73.0724,Hinsdale,MA,Berkshire,2766,2733
01236,42.2653,-73.3745,Housatonic,MA,Berkshire,1509,1513
01237,42.5173,-73.2282,Lanesborough,MA,Berkshire,2496,2365
01238,42.299,-73.2317,Lee,MA,Berkshire,6047,5722
01240,42.3642,-73.2713,Lenox,MA,Berkshire,4534,4692
01242,42.3386,-73.2509,Lenox Dale,MA,Berkshire,476,449
01243,42.3561,-73.0104,Middlefield,MA,Hampshire,334,175
01244,42.1228,-73.254,Mill River,MA,Berkshire,151,287
01245,42.1867,-73.2065,Monterey,MA,Berkshire,985,933
01247,42.6955,-73.08,North Adams,MA,Berkshire,16087,15147
01253,42.1931,-73.0918,Otis,MA,Berkshire,731,808
01254,42.3784,-73.3645,Richmond,MA,Berkshire,972,946
01255,42.1094,-73.1163,Sandisfield,MA,Berkshire,915,959
01256,42.577,-73.0233,Savoy,MA,Berkshire,692,645
01257,42.1001,-73.3611,Sheffield,MA,Berkshire,2121,2140
01258,42.1012,-73.4566,South Egremont,MA,Berkshire,374,160
01259,42.078,-73.2609,Southfield,MA,Berkshire,635,643
01260,42.2779,-73.2773,South Lee,MA,Berkshire,240,233
01262,42.301,-73.3223,Stockbridge,MA,Berkshire,1238,1758
01264,42.22,-73.1979,Tyringham,MA,Berkshire,137,219
01266,42.3348,-73.3825,West Stockbridge,MA,Berkshire,1463,1208
01267,42.7089,-73.2036,Williamstown,MA,Berkshire,7989,7876
01270,42.515,-73.0412,Windsor,MA,Berkshire,778,755
01301,42.6013,-72.6236,Greenfield,MA,Franklin,17700,18042
01330,42.5232,-72.811,Ashfield,MA,Franklin,1506,1500
01331,42.5959,-72.2267,Athol,MA,Worcester,13263,13656
01337,42.6952,-72.5772,Bernardston,MA,Franklin,2596,2562
01338,42.5736,-72.8213,Buckland,MA,Franklin,187,127
01339,42.608,-72.8901,Charlemont,MA,Franklin,1438,1487
01340,42.679,-72.7265,Colrain,MA,Franklin,1701,1803
01341,42.5138,-72.7025,Conway,MA,Franklin,1833,1539
01342,42.5406,-72.6072,Deerfield,MA,Franklin,1492,1538
01343,42.6427,-72.9862,Drury,MA,Berkshire,75,165
01344,42.6076,-72.4292,Erving,MA,Franklin,1498,1665
01346,42.6853,-72.8391,Heath,MA,Franklin,533,352
01347,42.5566,-72.5181,Lake Pleasant,MA,Franklin,166,204
01349,42.582,-72.4926,Millers Falls,MA,Franklin,1091,827
01350,42.7215,-72.9762,Monroe Bridge,MA,Franklin,121,118
01351,42.5429,-72.5328,Montague,MA,Franklin,2270,2293
01354,42.6404,-72.4995,Gill,MA,Franklin,1500,1546
01355,42.5146,-72.3062,New Salem,MA,Franklin,878,879
01360,42.6887,-72.451,Northfield,MA,Franklin,3032,2871
01364,42.6129,-72.2924,Orange,MA,Franklin,7969,7665
01366,42.4898,-72.1893,Petersham,MA,Worcester,1277,1187
01367,42.6953,-72.9258,Rowe,MA,Franklin,522,506
01368,42.6722,-72.1964,Royalston,MA,Worcester,1261,1283
01370,42.6022,-72.7391,Shelburne Falls,MA,Franklin,4084,3932
01373,42.4756,-72.6153,South Deerfield,MA,Franklin,4600,4526
01375,42.4539,-72.5676,Sunderland,MA,Franklin,3684,3639
01376,42.5954,-72.5557,Turners Falls,MA,Franklin,5247,5324
01378,42.6671,-72.3397,Warwick,MA,Franklin,774,780
01379,42.5656,-72.4009,Wendell,MA,Franklin,813,774
01420,42.5796,-71.8031,Fitchburg,MA,Worcester,40337,41940
01430,42.6496,-71.9267,Ashburnham,MA,Worcester,6089,6303
01431,42.6745,-71.8174,Ashby,MA,Middlesex,3074,3193
01432,42.5591,-71.5788,Ayer,MA,Middlesex,7089,8221
01434,42.5385,-71.6115,Devens,MA,Worcester,1795,1652
01436,42.5936,-72.0646,Baldwinville,MA,Worcester,3336,3208
01438,42.5631,-72.037,East Templeton,MA,Worcester,559,414
01440,42.574,-71.9898,Gardner,MA,Worcester,20347,21577
01450,42.6124,-71.5584,Groton,MA,Middlesex,10646,11298
01451,42.4986,-71.5753,Harvard,MA,Worcester,4747,5461
01452,42.4865,-72.0012,Hubbardston,MA,Worcester,4382,4328
01453,42.5274,-71.7563,Leominster,MA,Worcester,40883,43752
01460,42.5401,-71.4877,Littleton,MA,Middlesex,8924,10141
01462,42.5884,-71.7266,Lunenburg,MA,Worcester,10086,11818
01463,42.6689,-71.5934,Pepperell,MA,Middlesex,11497,11621
01464,42.5734,-71.6483,Shirley,MA,Middlesex,7211,7427
01468,42.546,-72.065,Templeton,MA,Worcester,4021,4309
01469,42.6525,-71.6896,Townsend,MA,Middlesex,6801,7055
01473,42.5483,-71.9096,Westminster,MA,Worcester,7277,8213
01474,42.6678,-71.7522,West Townsend,MA,Middlesex,2125,2072
01475,42.6789,-72.0475,Winchendon,MA,Worcester,10270,10304
01501,42.2055,-71.8391,Auburn,MA,Worcester,16075,16731
01503,42.3844,-71.6356,Berlin,MA,Worcester,2866,3158
01504,42.0287,-71.5269,Blackstone,MA,Worcester,9026,9208
01505,42.3377,-71.731,Boylston,MA,Worcester,4355,4849
01506,42.1991,-72.0989,Brookfield,MA,Worcester,3390,3439
01507,42.1379,-71.9664,Charlton,MA,Worcester,12981,13315
01510,42.4181,-71.6828,Clinton,MA,Worcester,13606,15428
01515,42.2193,-72.0481,East Brookfield,MA,Worcester,2183,2224
01516,42.0528,-71.7509,Douglas,MA,Worcester,8500,8962
01518,42.1228,-72.1178,Fiskdale,MA,Worcester,2974,3176
01519,42.2004,-71.6868,Grafton,MA,Worcester,6595,7254
01520,42.342,-71.8414,Holden,MA,Worcester,13997,16394
01521,42.0403,-72.1544,Holland,MA,Hampden,2481,2603
01522,42.3755,-71.8706,Jefferson,MA,Worcester,3310,3464
01523,42.451,-71.6868,Lancaster,MA,Worcester,7582,8377
01524,42.237,-71.9188,Leicester,MA,Worcester,6696,6621
01525,42.0973,-71.6448,Linwood,MA,Worcester,290,73
01527,42.1968,-71.7644,Millbury,MA,Worcester,13246,13799
01529,42.0331,-71.5798,Millville,MA,Worcester,3190,3174
01531,42.3198,-72.1306,New Braintree,MA,Worcester,999,996
01532,42.3182,-71.6464,Northborough,MA,Worcester,14155,15741
01534,42.1494,-71.6564,Northbridge,MA,Worcester,5631,6233
01535,42.2665,-72.0821,North Brookfield,MA,Worcester,4680,4735
01536,42.2297,-71.7037,North Grafton,MA,Worcester,6888,7514
01537,42.1655,-71.886,North Oxford,MA,Worcester,2248,2141
01540,42.1129,-71.8687,Oxford,MA,Worcester,11291,11032
01541,42.4508,-71.8762,Princeton,MA,Worcester,3413,3495
01542,42.1997,-71.9069,Rochdale,MA,Worcester,2202,2366
01543,42.3762,-71.949,Rutland,MA,Worcester,7973,9049
01545,42.2848,-71.7205,Shrewsbury,MA,Worcester,35299,38316
01550,42.075,-72.0353,Southbridge,MA,Worcester,16719,17740
01560,42.176,-71.6927,South Grafton,MA,Worcester,4527,4896
01561,42.4435,-71.6861,South Lancaster,MA,Worcester,330,64
01562,42.2441,-71.9906,Spencer,MA,Worcester,11688,11992
01564,42.4354,-71.7752,Sterling,MA,Worcester,7808,7985
01566,42.1126,-72.0842,Sturbridge,MA,Worcester,6294,6691
01568,42.1756,-71.6032,Upton,MA,Worcester,7480,7900
01569,42.0744,-71.6329,Uxbridge,MA,Worcester,13569,14193
01570,42.0521,-71.8486,Webster,MA,Worcester,16767,17776
01571,42.0489,-71.8932,Dudley,MA,Worcester,11390,11921
01581,42.2679,-71.6176,Westborough,MA,Worcester,18272,21567
01583,42.3584,-71.7838,West Boylston,MA,Worcester,7591,7652
01585,42.2441,-72.1511,West Brookfield,MA,Worcester,4554,4899
01588,42.1153,-71.6644,Whitinsville,MA,Worcester,9733,10106
01590,42.1266,-71.7552,Sutton,MA,Worcester,8875,9279
01602,42.2703,-71.8417,Worcester,MA,Worcester,22819,25382
01603,42.245,-71.838,Worcester,MA,Worcester,19916,22417
01604,42.2541,-71.7746,Worcester,MA,Worcester,34677,41301
01605,42.2894,-71.7888,Worcester,MA,Worcester,26221,29218
01606,42.311,-71.7958,Worcester,MA,Worcester,19077,21651
01607,42.2303,-71.7938,Worcester,MA,Worcester,8351,9378
01608,42.2624,-71.8003,Worcester,MA,Worcester,3888,4996
01609,42.2826,-71.8277,Worcester,MA,Worcester,22421,23870
01610,42.2492,-71.8108,Worcester,MA,Worcester,23945,28717
01611,42.2373,-71.875,Cherry Valley,MA,Worcester,2242,2277
01612,42.3066,-71.9202,Paxton,MA,Worcester,4845,5051
01701,42.3007,-71.4255,Framingham,MA,Middlesex,31217,33005
01702,42.2822,-71.4339,Framingham,MA,Middlesex,37206,39515
01718,42.4851,-71.4328,Acton,MA,Middlesex,469,688
01719,42.4884,-71.5178,Boxborough,MA,Middlesex,4996,5506
01720,42.4751,-71.4483,Acton,MA,Middlesex,21361,23232
01721,42.2539,-71.4583,Ashland,MA,Middlesex,16593,18832
01730,42.4843,-71.2768,Bedford,MA,Middlesex,13221,14566
01731,42.4567,-71.2795,Hanscom Afb,MA,Middlesex,1396,1555
01740,42.4365,-71.6076,Bolton,MA,Worcester,4897,5665
01741,42.5286,-71.3519,Carlisle,MA,Middlesex,4852,5237
01742,42.4567,-71.3747,Concord,MA,Middlesex,17726,18545
01745,42.2934,-71.5028,Fayville,MA,Worcester,397,433
01746,42.2026,-71.4361,Holliston,MA,Middlesex,13547,14996
01747,42.1268,-71.5376,Hopedale,MA,Worcester,5911,6017
01748,42.219,-71.5302,Hopkinton,MA,Middlesex,14925,18758
01749,42.3918,-71.5609,Hudson,MA,Middlesex,19063,20092
01752,42.3509,-71.5434,Marlborough,MA,Middlesex,38499,41793
01754,42.4321,-71.455,Maynard,MA,Middlesex,10106,10730
01756,42.0967,-71.5499,Mendon,MA,Worcester,5839,6228
01757,42.1511,-71.5274,Milford,MA,Worcester,28061,30479
01760,42.2875,-71.3574,Natick,MA,Middlesex,32786,36659
01770,42.2331,-71.3787,Sherborn,MA,Middlesex,4119,4401
01772,42.2939,-71.532,Southborough,MA,Worcester,9370,10017
01773,42.4217,-71.3137,Lincoln,MA,Middlesex,5112,5651
01775,42.4308,-71.515,Stow,MA,Middlesex,6590,7190
01776,42.3837,-71.4282,Sudbury,MA,Middlesex,17659,18934
01778,42.3486,-71.3588,Wayland,MA,Middlesex,13109,14132
01801,42.4829,-71.1574,Woburn,MA,Middlesex,38903,40891
01803,42.5089,-71.2004,Burlington,MA,Middlesex,24487,26074
01810,42.6496,-71.1565,Andover,MA,Essex,33201,35621
01821,42.5519,-71.2518,Billerica,MA,Middlesex,30310,30909
01824,42.5911,-71.3556,Chelmsford,MA,Middlesex,24911,26881
01826,42.6764,-71.3186,Dracut,MA,Middlesex,29422,32689
01827,42.6739,-71.4952,Dunstable,MA,Middlesex,3179,3358
01830,42.7856,-71.0721,Haverhill,MA,Essex,25137,27553
01832,42.7792,-71.1095,Haverhill,MA,Essex,22060,25656
01833,42.7281,-70.9822,Georgetown,MA,Essex,8183,8410
01834,42.753,-71.027,Groveland,MA,Essex,6459,6752
01835,42.7528,-71.0843,Haverhill,MA,Essex,13682,14578
01840,42.708,-71.1638,Lawrence,MA,Essex,4733,7121
01841,42.7115,-71.167,Lawrence,MA,Essex,47225,53654
01843,42.6911,-71.1605,Lawrence,MA,Essex,24425,28346
01844,42.728,-71.181,Methuen,MA,Essex,47249,52970
01845,42.6826,-71.109,North Andover,MA,Essex,28352,31855
01850,42.656,-71.3051,Lowell,MA,Middlesex,15237,16670
01851,42.6315,-71.3329,Lowell,MA,Middlesex,30190,32691
01852,42.6344,-71.2983,Lowell,MA,Middlesex,33508,36708
01854,42.6493,-71.3355,Lowell,MA,Middlesex,27606,29561
01860,42.8346,-71.0047,Merrimac,MA,Essex,6338,6723
01862,42.5757,-71.2902,North Billerica,MA,Middlesex,10227,11430
01863,42.6347,-71.3908,North Chelmsford,MA,Middlesex,8891,9536
01864,42.5819,-71.0947,North Reading,MA,Middlesex,14892,15554
01867,42.528,-71.109,Reading,MA,Middlesex,23956,25522
01876,42.6028,-71.2232,Tewksbury,MA,Middlesex,28667,31105
01879,42.6724,-71.4158,Tyngsboro,MA,Middlesex,11305,12368
01880,42.5009,-71.0685,Wakefield,MA,Middlesex,24733,27071
01886,42.5864,-71.4401,Westford,MA,Middlesex,21951,24618
01887,42.5581,-71.1723,Wilmington,MA,Middlesex,22325,23349
01890,42.453,-71.1441,Winchester,MA,Middlesex,21382,22970
01901,42.4612,-70.9467,Lynn,MA,Essex,1689,2794
01902,42.4698,-70.942,Lynn,MA,Essex,45139,50725
01904,42.4889,-70.9647,Lynn,MA,Essex,18203,19944
01905,42.4694,-70.9728,Lynn,MA,Essex,25251,27761
01906,42.4633,-71.0111,Saugus,MA,Essex,26660,28619
01907,42.4746,-70.9098,Swampscott,MA,Essex,14027,15148
01908,42.4261,-70.9277,Nahant,MA,Essex,3410,3334
01913,42.8559,-70.9367,Amesbury,MA,Essex,16283,17366
01915,42.5608,-70.8759,Beverly,MA,Essex,39502,42341
01921,42.6797,-71.0114,Boxford,MA,Essex,7961,8263
01922,42.7568,-70.9351,Byfield,MA,Essex,3108,3134
01923,42.5694,-70.9425,Danvers,MA,Essex,26342,27987
01929,42.6286,-70.7828,Essex,MA,Essex,3504,3618
01930,42.6208,-70.6721,Gloucester,MA,Essex,28789,29729
01937,42.5862,-70.9745,Hathorne,MA,Essex,151,100
01938,42.6809,-70.8494,Ipswich,MA,Essex,13175,13785
01940,42.5327,-71.0339,Lynnfield,MA,Essex,12108,13326
01944,42.5796,-70.7674,Manchester,MA,Essex,5136,5395
01945,42.4984,-70.8653,Marblehead,MA,Essex,19808,20462
01949,42.5942,-71.013,Middleton,MA,Essex,8987,9779
01950,42.813,-70.8847,Newburyport,MA,Essex,17416,18289
01951,42.7835,-70.8474,Newbury,MA,Essex,3558,3582
01952,42.8507,-70.8588,Salisbury,MA,Essex,8283,9236
01960,42.5326,-70.9612,Peabody,MA,Essex,50944,54155
01966,42.658,-70.6194,Rockport,MA,Essex,6952,6992
01969,42.7138,-70.907,Rowley,MA,Essex,5856,6161
01970,42.5151,-70.9003,Salem,MA,Essex,41109,44451
01982,42.6185,-70.8561,South Hamilton,MA,Essex,7764,7618
01983,42.6415,-70.9488,Topsfield,MA,Essex,6089,6569
01984,42.6017,-70.8786,Wenham,MA,Essex,4875,4979
01985,42.7949,-70.9778,West Newbury,MA,Essex,4235,4500
02019,42.0746,-71.4768,Bellingham,MA,Norfolk,16332,16945
02021,42.1645,-71.1355,Canton,MA,Norfolk,21561,24370
02025,42.2395,-70.8128,Cohasset,MA,Norfolk,7542,8381
02026,42.2437,-71.1637,Dedham,MA,Norfolk,24711,25364
02030,42.2362,-71.2854,Dover,MA,Norfolk,5589,5923
02032,42.1532,-71.2179,East Walpole,MA,Norfolk,4226,4853
02035,42.0649,-71.2441,Foxboro,MA,Norfolk,16865,18618
02038,42.0935,-71.4058,Franklin,MA,Norfolk,31635,33261
02043,42.2245,-70.8911,Hingham,MA,Plymouth,22157,24272
02045,42.2853,-70.8754,Hull,MA,Plymouth,10293,10072
02047,42.1428,-70.6935,Humarock,MA,Plymouth,180,371
02048,42.0212,-71.2178,Mansfield,MA,Bristol,23184,23860
02050,42.1062,-70.6993,Marshfield,MA,Plymouth,25429,25956
02052,42.1845,-71.3048,Medfield,MA,Norfolk,12024,12799
02053,42.1514,-71.4217,Medway,MA,Norfolk,12752,13115
02054,42.1669,-71.3607,Millis,MA,Norfolk,7891,8460
02056,42.1177,-71.3269,Norfolk,MA,Norfolk,10981,11662
02061,42.1596,-70.8217,Norwell,MA,Plymouth,10506,11351
02062,42.1868,-71.2033,Norwood,MA,Norfolk,28602,31611
02066,42.2032,-70.7525,Scituate,MA,Plymouth,17656,18561
02067,42.1094,-71.1759,Sharon,MA,Norfolk,17486,18553
02071,42.0992,-71.2752,South Walpole,MA,Norfolk,1707,968
02072,42.1253,-71.1074,Stoughton,MA,Norfolk,26999,29281
02081,42.1444,-71.2544,Walpole,MA,Norfolk,18472,20584
02090,42.2148,-71.2104,Westwood,MA,Norfolk,14636,16266
02093,42.0617,-71.3396,Wrentham,MA,Norfolk,10955,12178
02108,42.3576,-71.0684,Boston,MA,Suffolk,3825,4228
02109,42.36,-71.0545,Boston,MA,Suffolk,3771,3921
02110,42.3576,-71.0514,Boston,MA,Suffolk,1733,2921
02111,42.3503,-71.0629,Boston,MA,Suffolk,7383,9716
02113,42.3657,-71.056,Boston,MA,Suffolk,6915,7126
02114,42.3611,-71.0682,Boston,MA,Suffolk,11999,14469
02115,42.3427,-71.0922,Boston,MA,Suffolk,28441,31604
02116,42.3492,-71.0768,Boston,MA,Suffolk,20628,23408
02118,42.3362,-71.0729,Boston,MA,Suffolk,26498,29073
02119,42.3251,-71.0953,Roxbury,MA,Suffolk,25346,29175
02120,42.3307,-71.0912,Roxbury Crossing,MA,Suffolk,15181,17578
02121,42.2973,-71.0745,Dorchester,MA,Suffolk,25978,28766
02122,42.2973,-71.0745,Dorchester,MA,Suffolk,23479,24385
02124,42.2918,-71.0717,Dorchester Center,MA,Suffolk,47783,50972
02125,42.2973,-71.0745,Dorchester,MA,Suffolk,33295,34926
02126,42.2739,-71.0939,Mattapan,MA,Suffolk,25562,22734
02127,42.3347,-71.0375,Boston,MA,Suffolk,31799,37939
02128,42.3642,-71.0257,Boston,MA,Suffolk,40508,43066
02129,42.3778,-71.0627,Charlestown,MA,Suffolk,16439,19120
02130,42.3126,-71.1115,Jamaica Plain,MA,Suffolk,35401,38284
02131,42.2836,-71.1295,Roslindale,MA,Suffolk,29826,30544
02132,42.2787,-71.1589,West Roxbury,MA,Suffolk,25861,27111
02134,42.3535,-71.1329,Allston,MA,Suffolk,21503,21707
02135,42.3478,-71.1566,Brighton,MA,Suffolk,42780,47232
02136,42.254,-71.1261,Hyde Park,MA,Suffolk,28488,35102
02138,42.377,-71.1256,Cambridge,MA,Middlesex,36314,37982
02139,42.3647,-71.1042,Cambridge,MA,Middlesex,36349,39525
02140,42.3932,-71.1338,Cambridge,MA,Middlesex,17607,21447
02141,42.3687,-71.0836,Cambridge,MA,Middlesex,11910,15130
02142,42.362,-71.083,Cambridge,MA,Middlesex,3141,4499
02143,42.3829,-71.1028,Somerville,MA,Middlesex,24514,26022
02144,42.4003,-71.1221,Somerville,MA,Middlesex,23891,25497
02145,42.3907,-71.0929,Somerville,MA,Middlesex,25439,27520
02148,42.4291,-71.0605,Malden,MA,Middlesex,59503,66274
02149,42.4112,-71.0514,Everett,MA,Middlesex,41550,49075
02150,42.3963,-71.0325,Chelsea,MA,Suffolk,35124,40721
02151,42.4138,-71.0052,Revere,MA,Suffolk,51808,62252
02152,42.3763,-70.98,Winthrop,MA,Suffolk,17497,19316
02155,42.4173,-71.1087,Medford,MA,Middlesex,57964,61483
02163,42.3253,-71.1122,Boston,MA,Suffolk,2582,1391
02169,42.2491,-70.9978,Quincy,MA,Norfolk,55055,62140
02170,42.2671,-71.0186,Quincy,MA,Norfolk,19505,19950
02171,42.2825,-71.0241,Quincy,MA,Norfolk,17711,19539
02176,42.4581,-71.0632,Melrose,MA,Middlesex,26983,29817
02180,42.4828,-71.0978,Stoneham,MA,Middlesex,21437,23244
02184,42.2093,-70.9963,Braintree,MA,Norfolk,35744,39143
02186,42.2537,-71.0771,Milton,MA,Norfolk,27003,28637
02188,42.2113,-70.9582,Weymouth,MA,Norfolk,14608,15133
02189,42.214,-70.9203,East Weymouth,MA,Norfolk,14559,15123
02190,42.1751,-70.9495,South Weymouth,MA,Norfolk,16119,18910
02191,42.2459,-70.9467,North Weymouth,MA,Norfolk,8457,8271
02199,42.3479,-71.0825,Boston,MA,Suffolk,1146,1574
02203,42.3615,-71.0604,Boston,MA,Suffolk,0,0
02210,42.3489,-71.0465,Boston,MA,Suffolk,2090,5808
02215,42.3471,-71.1027,Boston,MA,Suffolk,26125,26926
02301,42.0794,-71.04,Brockton,MA,Plymouth,61025,69418
02302,42.0847,-71.0002,Brockton,MA,Plymouth,32741,36202
02322,42.1258,-71.0437,Avon,MA,Norfolk,4356,4777
02324,41.9773,-70.9723,Bridgewater,MA,Plymouth,26563,25676
02330,41.8883,-70.7678,Carver,MA,Plymouth,11509,11645
02332,42.0399,-70.7163,Duxbury,MA,Plymouth,15059,16090
02333,42.0315,-70.945,East Bridgewater,MA,Plymouth,13794,14382
02338,42.0002,-70.8448,Halifax,MA,Plymouth,7518,7749
02339,42.1214,-70.857,Hanover,MA,Plymouth,13879,14833
02341,42.0616,-70.8651,Hanson,MA,Plymouth,10218,10367
02343,42.1464,-71.0083,Holbrook,MA,Norfolk,10745,11364
02346,41.8884,-70.893,Middleboro,MA,Plymouth,23106,24245
02347,41.8374,-70.9582,Lakeville,MA,Plymouth,10612,11523
02351,42.1167,-70.9543,Abington,MA,Plymouth,16029,17085
02356,42.059,-71.1123,North Easton,MA,Bristol,12564,12767
02357,42.0645,-71.0871,North Easton,MA,Bristol,1360,1906
02359,42.0621,-70.8044,Pembroke,MA,Plymouth,17828,18361
02360,41.9104,-70.642,Plymouth,MA,Plymouth,56271,61134
02364,41.995,-70.741,Kingston,MA,Plymouth,12629,13708
02366,41.8501,-70.7044,South Carver,MA,Plymouth,197,83
02367,41.9655,-70.8046,Plympton,MA,Plymouth,2820,2930
02368,42.1736,-71.0514,Randolph,MA,Norfolk,32158,35025
02370,42.1293,-70.9133,Rockland,MA,Plymouth,17489,17803
02375,42.0257,-71.0988,South Easton,MA,Bristol,9188,10373
02379,42.0255,-71.0161,West Bridgewater,MA,Plymouth,6916,7697
02382,42.0816,-70.9381,Whitman,MA,Plymouth,14489,15121
02420,42.4563,-71.2167,Lexington,MA,Middlesex,14052,15502
02421,42.4426,-71.2265,Lexington,MA,Middlesex,17342,18950
02445,42.3259,-71.1341,Brookline,MA,Norfolk,20679,22499
02446,42.3431,-71.123,Brookline,MA,Norfolk,29311,31957
02451,42.3986,-71.2451,Waltham,MA,Middlesex,17426,17953
02452,42.3943,-71.218,Waltham,MA,Middlesex,14238,15340
02453,42.3654,-71.2317,Waltham,MA,Middlesex,28968,31854
02457,42.2987,-71.2595,Babson Park,MA,Norfolk,1432,1560
